Parambriym,https:\/\/www.zomato.com\/chennai\/parambriym-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 12, Paper Mills Road, Red Hills, Kolathur, Chennai",Chennai
Namma Veedu Kalyana Biriyani Fast Food & Tiffin,https:\/\/www.zomato.com\/chennai\/namma-veedu-kalyana-biriyani-fast-food-tiffin-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 8, Balaji Nagar, Kolathur, Chennai",Chennai
Lemon Square,https:\/\/www.zomato.com\/chennai\/lemon-square-semmancheri?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"OMR, Semmancheri, Chennai",Chennai
Munch Munch,https:\/\/www.zomato.com\/chennai\/munch-munch-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 7\/2, Paper Mills Road, Lakshmanan Nagar, Next to Don Bosco School, Kolathur, Chennai",Chennai
Hotel Ganga,https:\/\/www.zomato.com\/chennai\/hotel-ganga-perambur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 21\/5, 1st Main Road, Jawahar Nagar, Perambur, Chennai",Chennai
Scream,https:\/\/www.zomato.com\/chennai\/scream-perambur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 134, Karthikeyan Salai, Periyar Nagar, Perambur, Chennai",Chennai
Chic Chit,https:\/\/www.zomato.com\/chennai\/chic-chit-perambur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 47\/111, Raghavan Street, Perambur, Chennai",Chennai
Mayilai Hot Chapathi,https:\/\/www.zomato.com\/chennai\/mayilai-hot-chapathi-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 183, Thiruvika Nagar Bus Stop, Kolathur, Chennai",Chennai
L. Mark Laddu Shop,https:\/\/www.zomato.com\/chennai\/l-mark-laddu-shop-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 2\/2, Red Hills Road, Kolathur, Chennai",Chennai
Moradabadi Briyani,https:\/\/www.zomato.com\/chennai\/moradabadi-briyani-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 21\/10, Lakshmiamman Koil Street, Next to Ganga Theatre, Kolathur, Chennai",Chennai
Riyaz Biriyani,https:\/\/www.zomato.com\/chennai\/riyaz-biriyani-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 183, Red Hills Road, Kolathur, Chennai",Chennai
Hot 'N' Cool,https:\/\/www.zomato.com\/chennai\/hot-n-cool-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 3, 200 Feet Road, Ayyappa Nagar, Kolathur, Chennai",Chennai
Madharas Biryani,https:\/\/www.zomato.com\/chennai\/madharas-biryani-perambur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 9A\/3, Raja Garden, Paper Mills Road, Paravellore, Perambur, Chennai",Chennai
Madharass Biryani,https:\/\/www.zomato.com\/chennai\/madharass-biryani-1-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 14, Vivekananda Main Road, Kolathur, Chennai",Chennai
New Sri Balaji Bhavan,https:\/\/www.zomato.com\/chennai\/new-sri-balaji-bhavan-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 3, 200 Feet Road, Kolathur, Chennai",Chennai
Kripchic Hot & Cool,https:\/\/www.zomato.com\/chennai\/kripchic-hot-cool-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 8\/17, South Railway Station Road, Venkatraman Nagar, Kolathur, Chennai",Chennai
Cake Box,https:\/\/www.zomato.com\/chennai\/cake-box-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. H-3, TNHB CEntral Avenue, Kolathur, Chennai",Chennai
Hotel Gayathri Bhavan,https:\/\/www.zomato.com\/chennai\/hotel-gayathri-bhavan-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 1164, 57th Street, Railway Station Road Korattur, Kolathur, Chennai",Chennai
Hotel New Saravanas,https:\/\/www.zomato.com\/chennai\/hotel-new-saravanas-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 616, Central Avenue, Kolathur, Chennai",Chennai
Bakkings,https:\/\/www.zomato.com\/chennai\/bakkings-ekkaduthangal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 11\/2A, Poonamallee Road, Ekkaduthangal, Chennai",Chennai
Indulgence,https:\/\/www.zomato.com\/chennai\/indulgence-nandanam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"15 South road, West CIT Nagar, Nandanam, Chennai",Chennai
Shree Bombay Halwa House,https:\/\/www.zomato.com\/chennai\/shree-bombay-halwa-house-thiruvanmiyur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"52, MG Road, Thiruvanmiyur, Chennai",Chennai
Arun Home Mess,https:\/\/www.zomato.com\/chennai\/arun-home-mess-velachery?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"172, Doss Avenue, Annai Indranagar, Baby Nagar, 2nd Main Road, Velachery, Chennai",Chennai
Salem RR Briyani Unvagam,https:\/\/www.zomato.com\/chennai\/salem-rr-briyani-unvagam-medavakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"No. 4.583, Velachery Main Road, Medavakkam, Chennai",Chennai
Bread Ways,https:\/\/www.zomato.com\/chennai\/bread-ways-porur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"58 A, Balaji Nagar, Opposite PSBB Millenium School, Gerugambakkam, Porur, Chennai",Chennai
Chennai Delight,https:\/\/www.zomato.com\/chennai\/chennai-delight-nungambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"132, Sterling Road, Nungambakkam, Chennai",Chennai
Idli Xpress,https:\/\/www.zomato.com\/chennai\/idli-xpress-velachery?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6, Venkateshwara Nagar, 2nd Main Road, Off 100 feet Bypass Road, Near Simrans Appa Kadai, Velachery, Chennai",Chennai
Namma Aachi,https:\/\/www.zomato.com\/chennai\/namma-aachi-akkarai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"65, East Coast Road (ECR), Panaiyur, Akkarai, Chennai",Chennai
What's Up,https:\/\/www.zomato.com\/chennai\/whats-up-kodambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"6, United India Colony, 6th Cross Street, Kodambakkam, Chennai",Chennai
Mad Batter,https:\/\/www.zomato.com\/chennai\/mad-batter-mandaveli?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"3rd Floor, D-3, No. 153, Shantigulmohar Apartments, RK Mutt Road, Mandaveli, Chennai",Chennai
Nandini Restaurant,https:\/\/www.zomato.com\/chennai\/nandini-restaurant-medavakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shop 247-B, 388\/14, 200 Feet Road, Thuraipakkam-Pallavaram, Medavakkam, Chennai",Chennai
Xtasy Bar,https:\/\/www.zomato.com\/chennai\/xtasy-bar-medavakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"388\/14, 200 feat Road, Kovilambakkam, Medavakkam, Chennai",Chennai
CK's Bakery,https:\/\/www.zomato.com\/chennai\/cks-bakery-thiruvanmiyur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"72, East Mada Street, Thiruvanmiyur, Chennai",Chennai
Craving Curries,https:\/\/www.zomato.com\/chennai\/craving-curries-virugambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"140, Balaji Arcot Road, Virugambakkam, Chennai",Chennai
Juice Pump,https:\/\/www.zomato.com\/chennai\/juice-pump-mylapore?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4th Floor, Citi Centre Mall, Radhakrishna Salai, Mylapore, Chennai",Chennai
Salt. Co. 531 - Radisson Blu,https:\/\/www.zomato.com\/chennai\/salt-co-531-radisson-blu-gst-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Radisson Blu, 531, St. Thomas Mount, GST Road, Chennai",Chennai
Mr Bakerz,https:\/\/www.zomato.com\/chennai\/mr-bakerz-royapettah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"66, Peters Road, Royapettah, Chennai",Chennai
Hotel Sri Adhitya,https:\/\/www.zomato.com\/chennai\/hotel-sri-adhitya-kolathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"196\/6, 38th Street, Railway Station Road, Korattur, Kolathur, Chennai",Chennai
Kurinji Food Mall,https:\/\/www.zomato.com\/chennai\/kurinji-food-mall-perungudi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Anna Nedun Salai, Perungudi, Chennai",Chennai
Dakshina Puram,https:\/\/www.zomato.com\/chennai\/dakshina-puram-karapakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"14, Rajiv Gandhi Salai , Opposite TCS, Karapakkam, Chennai",Chennai
A1 Cake Shop,https:\/\/www.zomato.com\/chennai\/a1-cake-shop-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4\/23, Kakkan Nagar, 1st Main Road, Adambakkam, Chennai",Chennai
Abiram Hotel,https:\/\/www.zomato.com\/chennai\/abiram-hotel-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"50, Opposite Railway Station, Palandi Amman Koil Street, Adambakkam, Chennai",Chennai
Alandur Beef Biriyani Kadai,https:\/\/www.zomato.com\/chennai\/alandur-beef-biriyani-kadai-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"56, Palandi Amman Koil Street, Adambakkam, Chennai",Chennai
Bai Brothers Biriyani & Fast Foods Center,https:\/\/www.zomato.com\/chennai\/bai-brothers-biriyani-fast-foods-center-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"20\/29, Vellalar Street, Adambakkam, Chennai",Chennai
Hotel Chennai Masala,https:\/\/www.zomato.com\/chennai\/hotel-chennai-masala-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"63, Vellalar Street, Adambakkam, Chennai",Chennai
Hotel Ganapathi,https:\/\/www.zomato.com\/chennai\/hotel-ganapathi-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"63, Opposite Railway Station, Adambakkam, Chennai",Chennai
Hotel New Nellai,https:\/\/www.zomato.com\/chennai\/hotel-new-nellai-alandur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"548, Mkn Road, Alandur, Chennai",Chennai
Hotel Sabari,https:\/\/www.zomato.com\/chennai\/hotel-sabari-alandur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Above Bridge, MKN Road, Alandur, Chennai",Chennai
Hotel Vasantham,https:\/\/www.zomato.com\/chennai\/hotel-vasantham-1-alandur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"13, Mandi Street, Alandur, Chennai",Chennai
Kalyani Biryani & Fast Food,https:\/\/www.zomato.com\/chennai\/kalyani-biryani-fast-food-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4\/23, 1st Main Road, Kakkan Nagar, Adambakkam, Chennai",Chennai
Mount Cafe,https:\/\/www.zomato.com\/chennai\/mount-cafe-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"164, Karikalan Street, Adambakkam, Chennai",Chennai
Nagore Biryani,https:\/\/www.zomato.com\/chennai\/nagore-biryani-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"24\/55, 1st Main Road, Kakkan Nagar, Adambakkam, Chennai",Chennai
Nawab's Briyani,https:\/\/www.zomato.com\/chennai\/nawabs-briyani-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"49, vellalar Street, Adambakkam, Chennai",Chennai
Royal Restaurant,https:\/\/www.zomato.com\/chennai\/royal-restaurant-alandur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"14, Mandi Street, Alandur, Chennai",Chennai
Arun Ice Cream,https:\/\/www.zomato.com\/chennai\/arun-ice-cream-1-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"43, Palandi Amman Koil Street, Adambakkam, Chennai",Chennai
Shree Aarya Bhavan,https:\/\/www.zomato.com\/chennai\/shree-aarya-bhavan-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"8\/5, Karuneegar Street, Adambakkam, Chennai",Chennai
Sree Foods,https:\/\/www.zomato.com\/chennai\/sree-foods-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"4\/7, PSC Complex, Karuneegar Street, Adambakkam, Chennai",Chennai
Sree Ganesh Mess,https:\/\/www.zomato.com\/chennai\/sree-ganesh-mess-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Brindavan Nagar, Adambakkam, Chennai",Chennai
Shree Mathura Sweet House,https:\/\/www.zomato.com\/chennai\/shree-mathura-sweet-house-alandur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"MKN Road, Alandur, Chennai",Chennai
Madurai Sree Pandian Hotel,https:\/\/www.zomato.com\/chennai\/madurai-sree-pandian-hotel-alandur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"492, MKN Road, Alandur, Chennai",Chennai
Sri Aariya Bhavan,https:\/\/www.zomato.com\/chennai\/sri-aariya-bhavan-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"63, Palandi Amman Koil Street, Adambakkam, Chennai",Chennai
TS Thalappakattu,https:\/\/www.zomato.com\/chennai\/ts-thalappakattu-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"56, Vellalar Street, Near Jaylakshmi Theatre, Adambakkam, Chennai",Chennai
Alandur Thalapakattu Biriyani,https:\/\/www.zomato.com\/chennai\/alandur-thalapakattu-biriyani-alandur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"MKN Road, Alandur, Chennai",Chennai
Venkteshwara Boli Stall,https:\/\/www.zomato.com\/chennai\/venkteshwara-boli-stall-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Plot 60, 1st Main Road,Mahalaxmi Nagar, Adambakkam, Chennai",Chennai
Zam Zam Biriyani,https:\/\/www.zomato.com\/chennai\/zam-zam-biriyani-adambakkam?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"29, 1st Main Road, Kakkan Nagar, Adambakkam, Chennai",Chennai
Chicken Runner,https:\/\/www.zomato.com\/chennai\/chicken-runner-pallavaram?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"125, PV Vathiyalingam Road, Pallavaram, Chennai",Chennai
Crush,https:\/\/www.zomato.com\/chennai\/crush-sholinganallur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Sholinganallur Signal, Sholinganallur, Chennai",Chennai
Fruit Storm,https:\/\/www.zomato.com\/chennai\/fruit-storm-kanathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"East Coast Road (ECR), Uthandi Colony, Uthandi, Kanathur, Chennai",Chennai
Great Vaniyambadi Biriyani's,https:\/\/www.zomato.com\/chennai\/great-vaniyambadi-biriyanis-taramani?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"100 Feet Road, Taramani, Chennai",Chennai
Hot Chips & Food Court,https:\/\/www.zomato.com\/chennai\/hot-chips-food-court-thiruvanmiyur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"A11, 2nd Avenue, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai",Chennai
Hotel Ariyaa Chettinadu,https:\/\/www.zomato.com\/chennai\/hotel-ariyaa-chettinadu-kanathur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"745, East Coast Road (ECR), Kanathur, Chennai",Chennai
Hyderabad Briyani,https:\/\/www.zomato.com\/chennai\/hyderabad-briyani-adyar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Opposite Adyar Bridge, LB Road, Adyar, Chennai",Chennai
Immanuel Bakery,https:\/\/www.zomato.com\/chennai\/immanuel-bakery-thiruvanmiyur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Avenue, Thiruvalluvar Nagar, Thiruvanmiyur, Chennai",Chennai
